2020-04-21 00:04:587 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-21 00:04:802 INFO  FlightsPage :88 - Getting Destination message [[ChromeDriver: chrome on WINDOWS (634081ec262d0e4c4de5470c831d28f0)] -> xpath: //span[@class='title-city-text']]
2020-04-21 00:04:63 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-21 00:04:608 INFO  HomePage :27 - Clicking on accept button [[ChromeDriver: chrome on WINDOWS (98f4c8cd30ce61f53721e2427cf6fd25)] -> xpath: //span[@class='button-text']]
2020-04-21 00:04:274 INFO  AccountPage :23 - Clicking on account button [[ChromeDriver: chrome on WINDOWS (98f4c8cd30ce61f53721e2427cf6fd25)] -> xpath: //button[@id='header-account-menu']]
2020-04-21 00:04:479 INFO  HomePage :33 - Clicking on sign in button [[ChromeDriver: chrome on WINDOWS (98f4c8cd30ce61f53721e2427cf6fd25)] -> xpath: //button[@id='header-account-signin-button']]
2020-04-21 00:04:81 INFO  SignInPage :32 - Enter email dhannobhagslowly@gmail.comEmail field [[ChromeDriver: chrome on WINDOWS (98f4c8cd30ce61f53721e2427cf6fd25)] -> xpath: //input[@id='gss-signin-email']]
2020-04-21 00:04:08 INFO  SignInPage :44 - Clicking sign in button [[ChromeDriver: chrome on WINDOWS (98f4c8cd30ce61f53721e2427cf6fd25)] -> xpath: //button[@id='gss-signin-submit']]
2020-04-21 00:04:116 INFO  SignInPage :50 - Getting error message [[ChromeDriver: chrome on WINDOWS (98f4c8cd30ce61f53721e2427cf6fd25)] -> xpath: //div[@id='gss-signin-incorrect-email-or-password']]
2020-04-21 00:04:221 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-21 00:04:654 INFO  HomePage :27 - Clicking on accept button [[ChromeDriver: chrome on WINDOWS (382a92127bf8f841d9acc7feb16fad79)] -> xpath: //span[@class='button-text']]
2020-04-21 00:04:927 INFO  AccountPage :23 - Clicking on account button [[ChromeDriver: chrome on WINDOWS (382a92127bf8f841d9acc7feb16fad79)] -> xpath: //button[@id='header-account-menu']]
2020-04-21 00:04:89 INFO  HomePage :33 - Clicking on sign in button [[ChromeDriver: chrome on WINDOWS (382a92127bf8f841d9acc7feb16fad79)] -> xpath: //button[@id='header-account-signin-button']]
2020-04-21 00:04:357 INFO  SignInPage :32 - Enter email dhannobhagslowly@gmail.comEmail field [[ChromeDriver: chrome on WINDOWS (382a92127bf8f841d9acc7feb16fad79)] -> xpath: //input[@id='gss-signin-email']]
2020-04-21 00:04:91 INFO  SignInPage :44 - Clicking sign in button [[ChromeDriver: chrome on WINDOWS (382a92127bf8f841d9acc7feb16fad79)] -> xpath: //button[@id='gss-signin-submit']]
2020-04-21 00:04:154 INFO  SignInPage :50 - Getting error message [[ChromeDriver: chrome on WINDOWS (382a92127bf8f841d9acc7feb16fad79)] -> xpath: //div[@id='gss-signin-incorrect-email-or-password']]
2020-04-21 00:04:819 INFO  BrowserSelector :23 - Launching chrome browser
2020-04-21 00:04:109 INFO  HomePage :27 - Clicking on accept button [[ChromeDriver: chrome on WINDOWS (bd899bd1391559261615438b17821f77)] -> xpath: //span[@class='button-text']]
2020-04-21 00:04:539 INFO  HomePage :39 - Clicking on flight button [[ChromeDriver: chrome on WINDOWS (bd899bd1391559261615438b17821f77)] -> xpath: //button[@id='tab-flight-tab-hp']//span[@class='uitk-icon uitk-icon-flights']]
2020-04-21 00:04:427 INFO  FlightsPage :39 - Flying from London (LHR-Heathrow) flying field [[ChromeDriver: chrome on WINDOWS (bd899bd1391559261615438b17821f77)] -> xpath: //input[@id='flight-origin-hp-flight']]
2020-04-21 00:04:718 INFO  FlightsPage :45 - Going to Ahmedabad (AMD-Sardar Vallabhbhai Patel Intl.)going field [[ChromeDriver: chrome on WINDOWS (bd899bd1391559261615438b17821f77)] -> xpath: //input[@id='flight-destination-hp-flight']]
2020-04-21 00:04:793 INFO  FlightsPage :51 - Departing Date 20/12/2020Date field[[ChromeDriver: chrome on WINDOWS (bd899bd1391559261615438b17821f77)] -> xpath: //input[@id='flight-departing-hp-flight']]
2020-04-21 00:04:933 INFO  FlightsPage :59 - Returning Date21/01/2021Return date field[[ChromeDriver: chrome on WINDOWS (bd899bd1391559261615438b17821f77)] -> xpath: //input[@id='flight-returning-hp-flight']]
2020-04-21 00:04:195 INFO  FlightsPage :65 - Clicking on Travellers button[[ChromeDriver: chrome on WINDOWS (bd899bd1391559261615438b17821f77)] -> xpath: //div[@class='menu-bar gcw-travel-selector-wrapper']//button[@class='trigger-utility menu-trigger btn-utility btn-secondary dropdown-toggle theme-standard pin-left menu-arrow gcw-component gcw-traveler-amount-select gcw-component-initialized']]
2020-04-21 00:04:510 INFO  FlightsPage :71 - Clicking on adult [[ChromeDriver: chrome on WINDOWS (bd899bd1391559261615438b17821f77)] -> xpath: //body[contains(@class,'')]/meso-native-marquee/section[@id='WizardHero']/div[@id='hero-banner']/div[contains(@class,'hero-banner-gradient native-marquee')]/div[contains(@class,'cols-row hero-banner-inner')]/section[@id='wizardSection']/div[contains(@class,'hero-banner-box siteId-3 cf hideClassicDcol')]/div[@id='wizard-tabs']/div[contains(@class,'tabs-container col')]/section[@id='section-flight-tab-hp']/form[@id='gcw-flights-form-hp-flight']/fieldset[contains(@class,'room-data')]/div[contains(@class,'cols-nested')]/div[contains(@class,'ab25184-traveler-wrapper-flight available-for-flights gcw-clear-both')]/div[@id='traveler-selector-hp-flight']/div[contains(@class,'menu-bar gcw-travel-selector-wrapper')]/ul[contains(@class,'menu-bar-inner')]/li[contains(@class,'open')]/div[contains(@class,'menu sticky gcw-menu')]/div[contains(@class,'menu-main')]/div[contains(@class,'traveler-selector-sinlge-room-data traveler-selector-room-data')]/div[contains(@class,'uitk-grid step-input-outside gcw-component gcw-component-step-input gcw-step-input gcw-component-initialized')]/div[contains(@class,'uitk-col all-col-shrink')]/button[contains(@class,'uitk-step-input-button uitk-step-input-plus')]/span[1]//*[local-name()='svg']]
2020-04-21 00:04:378 INFO  FlightsPage :77 - Clicking on close button Proxy element for: DefaultElementLocator 'By.xpath: //li[contains(@class,'open')]//button[contains(@class,'close btn-text')]'
2020-04-21 00:04:682 INFO  FlightsPage :83 - Clicking on search button Proxy element for: DefaultElementLocator 'By.xpath: //form[@id='gcw-flights-form-hp-flight']//button[contains(@class,'btn-primary btn-action gcw-submit')]'
2020-04-21 00:04:736 INFO  FlightsPage :88 - Getting Destination message [[ChromeDriver: chrome on WINDOWS (bd899bd1391559261615438b17821f77)] -> xpath: //span[@class='title-city-text']]
